0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.56673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.86904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.8942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
