0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.9895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
